File Used,Matching Request Item From File,Applicable Department
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate and Consolidate Capital Spending Plans/Commitments,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Align Capitalization Policies, Including WIP, Capitalized Labor, Etc.","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Setup Fixed Assets in Asset Management System at PPA Valuations,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Establish Opening Balance Sheet,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Rollout New Chart of Accounts, Profit Centers, and Cost Centers","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Establish New Budgeting Policies and Procedures,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare Initial Combined Budgets and Forecasts,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Rollout New Accounting, Asset, and Budgeting Policies","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare and Execute Companywide Training on Changes,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Prepare Audit Support for Changes to Policies, Principles, Etc.","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Design and Implement New/Altered Monthly Close Process,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Design and Implement New/Altered Reporting Process, Including Historical Comparatives and Management Discussion/Analysis","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Create Plan for Historical Accounting, Asset, and Budget Data Retention and Reporting for Tax and Audit Purposes","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Spending Patterns,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Vendor Contracts, Including Contracts for Contingent Staff/Consultants, Make Strategic Sourcing Determinations","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Create Plan for Contract Novation, Cancellation, or Replacement for Each Vendor","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Open Purchase Orders and Purchase Commitments and Create Transition Plan,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Create Plan for Pre-Close Invoice Settlement (Migrate or Settle In Place),"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Create Plan for Historical Procurement and Payables Data Retention and Reporting for Tax and Audit Purposes,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Setup Tax Reporting and Compliance for Vendors Where Necessary, Including Integration Into Any Tax Calculators/Systems","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Setup New Vendors,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Migrate Open Purchase Orders,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Integrate P-Card, Company Credit Card Programs","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Establish Combined Procurement Policies and Procedures, Including Approval Matrices","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare and Execute Companywide Training on Changes to Policies/Procedures,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Coordinate with Change Management and Communications on Vendor Communications and Outreach,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Purchasing and Collection Patterns,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Credit and Collections Policies,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Customer Contracts for Financing, Payment, and Collections Terms","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Coordinate with Sales/BU on Customer Contract Novation Approach, Including Approach to Common Customers","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Any Factoring or Other Receivables Financing Arrangements,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Create Plan for Pre-Close Invoice Settlement (Migrate or Settle In Place),"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Setup Acquired Customers,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Migrate Open Sales Orders,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Create Plan for Historical Credit, Sales, and Collections Data Retention and Reporting for Tax and Audit Purposes","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Setup Tax Reporting and Compliance for Customers Where Necessary, Including Integration Into Any Tax Calculators/Systems","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Establish Combined Procurement Policies and Procedures, Including Credit/Financing Terms","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare and Execute Companywide Training on Changes to Policies/Procedures,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Coordinate with Change Management, Communications, and Sales on Customer Communications and Outreach","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Diligence Material for Banking Information Including Accounts, Signatories, Transfer/Sweep Arrangements, Etc.","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Financial Contracts/Options/Hedges and Develop Transition Approach,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Other Financial Instruments/Investments and Develop Transition Approach,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Restricted Cash Requirements (Deposits, Balance Arrangements, Etc.) and Develop Transition Approach","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Overdraft Requirements and Develop Transition Approach,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Short/Long Term Debt and Develop Transition Approach,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Finalize and Communicate Strategy and Approach for Migration of Banking Relationships, Including Determination of Signatories","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Payables and Receivables Workflows and Processes for Congruence with Banking Strategy,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Ensure Appropriate Users are Setup/Cutoff in Banking Systems, and that Systems Include Any New/Altered Accounts","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Integrate Cash Forecasting and Reporting Processes,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Integrate Hedging Processes,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Direct and Indirect Tax Arrangements/Obligations and Filing Groups,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Statutory Reporting Obligations,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Legal Entity Structure,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Diligence Material for Carryforwards/Carrybacks,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Diligence Material for any Tax, Customs, or Development Incentives or Arrangements, Including Bonding and Incentive Zones","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Fiscal Year Ramifications,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Develop Tax and Legal Entity Step Plan, Including Addressing Tax Ramifications of Capital Stack for Transaction","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Setup/Close Legal Entities as Described by Step Plan,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Develop Transfer Pricing and Intercompany Agreements,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Prepare Required Statutory/Tax Authority Notifications, Including Transfer Pricing, Filing Group Changes, and Changes to Filing Periods","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Ensure All Entities and Parameters are Properly Implemented in Tax Systems,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Create Plan for Historical Tax, Customs, Statutory, and Legal Entity Data Retention and Reporting","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Document Achievement of Integration Program Exit Criteria,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Ensure All Critical Dependencies on the Project Plan Have Been Cleared,"financial, IT"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Document All Lessons Learned and Participate In Program Lessons Learned Readout,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Archive All Program Documentation for Use On Future Transactions,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Request Permission for Transition to Run-The-Business from Integration Leadership,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Get Business Owner Sign-Off for All Remaining Transition Tasks,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Notify Integration Leadership, Change Management, and Communications of Exit and Provide Run-The-Business Points of Contact","IT, engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Review Both Acquirer and Target Communications Noting Channels, Style, Frequency, Audiences, and Tone","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,Review Target Operating Models for All Workstreams or Functions,"Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Prepare Initial List of Internal Stakeholders for Both Parties: Employees (Can Include Contingents/Outsourcers), Management, Board, Shareholders","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Prepare Initial List of External Stakeholders: Vendors, Customers, Regulators, Partners, Media,","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Alongside Change Management Team, Prepare/Review Stakeholder Assessment that Identifies Impacts to Stakeholders","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Use Stakeholder Assessment to Group Stakeholders Based on Communication Needs, Considering Messaging, Timing, Frequency, and Tone","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Use Stakeholder Assessment to Identify Communication Tools/Channels, Following the ""7 Times in 7 Different Ways"" Leading Practice and Ensuring Coverage Includes Social Media","Manufacturing,Engineering"
17.18 Communications M&A Checklist_V1 April 26.xlsx,Determine Whether Communications Budget will be Centralized or Dispersed Among Teams,Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"If Budgeting is Dispersed, Prepare and Disseminate Protocol and Timeline for Submitting Budget Line Items, and Carefully Review Submissions for Completeness",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Alongside Integration Leadership, Determine Communications Program Staffing Model Considering all TOM Requirements, Scope, and Timing Needs",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Compile Overall Communications Program Budgeting in Accordance with Guidelines Established by Integration Leadership, Adding Contingency Commensurate with Integration Uncertainty, i.e. 15-20% Initially, Reducing with Iteration When Possible",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Setup Communications Governance to Preclude Ad-Hoc or Erroneous Communications, Ensure Corporate Communications Group and Management Support with Governance Process",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,Develop a RACI or Other Roles/Responsibilities Outline for Dealing With Leaks or Negative Press,Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Alongside Change Management and Integration Management Office, Ensure Availability of ""IMO@xyzcompany"" Email Address, to Allow All Participants to Quickly Reach the Integration Office with Communications Concerns",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Draft Key Messages for Each Stakeholder Grouping, Including Documenting Desired Outcomes or Actions",Marketing/Sale
17.18 Communications M&A Checklist_V1 April 26.xlsx,"Review Key Messages with Integration Team and Integration Governance/Leadership, Get Alignment and Approvals",Marketing/Sale
